contract_id,personnel_id,est_id,ref_date,base_salary_lcu,gross_salary_lcu,net_salary_lcu,contract_type,occupation_native,occupation_english,occupation_isconame,occupation_iscocode,start_date,end_date,whours,paygrade,seniority,country_code,country_name,adm1_name,adm1_code
C004610,W09808,ORG0496,1/25/2024,3924.84,3924.84,3876.45,Short-term,Comptable,Technician,Technicians,2411,3/3/2020,7/19/2024,35,G8,10,ZMB,Zambia,Eastern Province,ZMB04
C004611,W00655,ORG0269,8/2/2024,3741.56,3741.56,3661.27,Open-term,Analyste,Technician,Analysts,2141,1/17/2023,2/4/2026,34.7,P2,18,ZMB,Zambia,Eastern Province,ZMB05
C004612,W08591,ORG0299,12/15/2023,3211.74,5327.59,4619.64,Short-term,Ingenieur,Accountant,Engineers,3115,1/15/2020,6/29/2028,43.9,G6,19,ZMB,Zambia,Western Province,ZMB01
C004613,W08442,ORG0203,5/5/2024,4510.79,4510.79,3979.34,Open-term,Technicien,Analyst,Accountants,2421,5/4/2020,4/4/2024,40.2,G5,18,ZMB,Zambia,Western Province,ZMB01
C004614,W03615,ORG0441,6/11/2023,2623.7,6133.16,1613.11,Open-term,Chauffeur,Driver,Analysts,2411,8/9/2020,5/29/2025,43.5,P1,19,ZMB,Zambia,Northern Province,ZMB03
C004615,W02734,ORG0261,4/13/2024,5272.45,5956.29,4696.17,Permanent,Comptable,Analyst,Engineers,2141,7/17/2016,8/3/2026,42.9,G6,4,ZMB,Zambia,Western Province,ZMB03
C004616,W08440,ORG0295,1/9/2023,4195.25,4919.5,4713.36,Permanent,Chauffeur,Analyst,Accountants,3115,3/9/2020,9/12/2027,36.8,G6,13,ZMB,Zambia,Eastern Province,ZMB01
C004617,W05764,ORG0022,1/14/2023,3729.79,4239.6,4239.6,Short-term,Chauffeur,Driver,Technicians,2421,4/3/2020,6/4/2025,41.1,G7,5,ZMB,Zambia,Lusaka Province,ZMB05
C004618,W04625,ORG0041,7/2/2024,5197.68,5197.68,3501.33,Permanent,Analyste,Analyst,Engineers,3115,1/1/2023,3/29/2025,41.7,G6,5,ZMB,Zambia,Northern Province,ZMB01
C004619,W06424,ORG0404,7/19/2024,3852.74,6731.41,4745.13,Open-term,Chauffeur,Engineer,Accountants,2411,9/15/2021,3/9/2027,48.1,P2,14,ZMB,Zambia,Eastern Province,ZMB04
C004620,W06265,ORG0050,12/18/2023,3976.19,4396.86,4396.86,Open-term,Analyste,Technician,Drivers,3115,11/20/2019,2/2/2025,42.5,G7,27,ZMB,Zambia,Lusaka Province,ZMB05
C004621,W01384,ORG0451,2/14/2023,4047.97,5309.62,2523.65,Permanent,Chauffeur,Engineer,Analysts,8322,8/10/2015,12/1/2028,36.8,G7,19,ZMB,Zambia,Western Province,ZMB05
C004622,W02421,ORG0026,10/9/2024,4601.54,4601.54,4270.23,Open-term,Comptable,Engineer,Analysts,2411,3/19/2021,6/3/2028,36.8,G7,21,ZMB,Zambia,Western Province,ZMB05
C004623,W07186,ORG0244,2/26/2024,5088.73,5088.73,4255.45,Short-term,Technicien,Analyst,Technicians,3115,8/12/2020,11/1/2027,35.6,G7,6,ZMB,Zambia,Lusaka Province,ZMB02
C004624,W03697,ORG0448,8/22/2024,3717.67,6872.57,2958.99,Open-term,Chauffeur,Technician,Analysts,2411,11/21/2018,5/24/2024,46.2,G7,23,ZMB,Zambia,Western Province,ZMB03
C004625,W03267,ORG0227,2/5/2023,4349.19,4349.19,4349.19,Permanent,Technicien,Analyst,Technicians,2411,1/28/2016,10/7/2028,47.4,P2,12,ZMB,Zambia,Western Province,ZMB02
C004626,W03441,ORG0483,1/2/2024,5226.37,5226.37,4888.35,Open-term,Ingenieur,Engineer,Analysts,8322,12/14/2023,6/8/2027,38.3,G6,19,ZMB,Zambia,Lusaka Province,ZMB05
C004627,W04068,ORG0354,9/25/2023,3715.83,6435.57,4200.02,Open-term,Comptable,Analyst,Analysts,2141,10/2/2019,6/11/2028,45.5,P2,17,ZMB,Zambia,Western Province,ZMB01
C004628,W05397,ORG0008,11/12/2024,3926.41,5810.32,4327.15,Open-term,Comptable,Technician,Engineers,3115,9/23/2015,5/30/2028,35.9,G7,25,ZMB,Zambia,Northern Province,ZMB03
C004629,W00199,ORG0434,7/21/2024,2608.22,6090.68,4104.52,Short-term,Comptable,Driver,Technicians,2411,6/18/2023,10/2/2028,39.8,G7,11,ZMB,Zambia,Northern Province,ZMB02
C004630,W09303,ORG0028,9/26/2024,5072.65,5072.65,4188.98,Permanent,Comptable,Technician,Technicians,2411,11/15/2021,7/21/2026,35.9,P1,29,ZMB,Zambia,Central Province,ZMB02
C004631,W04863,ORG0455,4/15/2024,4509.49,5090.82,5090.82,Permanent,Technicien,Technician,Engineers,8322,9/7/2017,3/16/2028,43.5,G5,4,ZMB,Zambia,Lusaka Province,ZMB03
C004632,W08068,ORG0187,12/24/2024,4494.33,4494.33,4494.33,Permanent,Technicien,Accountant,Technicians,2421,6/11/2023,11/21/2025,44.1,G7,11,ZMB,Zambia,Lusaka Province,ZMB04
C004633,W08494,ORG0138,8/7/2023,3597.39,5107.63,4201.17,Open-term,Technicien,Accountant,Analysts,8322,3/8/2017,9/7/2026,30.1,P1,18,ZMB,Zambia,Northern Province,ZMB04
C004634,W04738,ORG0245,7/26/2024,4959.42,4984.83,4984.83,Permanent,Comptable,Accountant,Analysts,3115,6/11/2017,10/31/2027,36.7,G5,10,ZMB,Zambia,Eastern Province,ZMB04
C004635,W01260,ORG0298,11/29/2023,4370.93,5752.3,5752.3,Open-term,Analyste,Analyst,Engineers,2421,5/6/2016,9/10/2027,42.6,P2,14,ZMB,Zambia,Western Province,ZMB03
C004636,W04609,ORG0277,10/28/2023,3192.63,4162.45,3632.43,Open-term,Chauffeur,Engineer,Technicians,8322,10/31/2016,9/14/2026,39.2,P2,29,ZMB,Zambia,Northern Province,ZMB02
C004637,W02935,ORG0406,3/23/2024,3263.32,6118.24,3249.84,Permanent,Comptable,Analyst,Technicians,8322,12/5/2023,4/6/2024,47.5,G8,21,ZMB,Zambia,Eastern Province,ZMB04
C004638,W09046,ORG0395,1/20/2023,4379.33,5659.72,3322.88,Permanent,Analyste,Engineer,Engineers,3115,7/19/2016,11/10/2027,37.4,P1,8,ZMB,Zambia,Lusaka Province,ZMB05
C004639,W04783,ORG0172,3/10/2024,3240.15,3784.39,3784.39,Short-term,Ingenieur,Driver,Accountants,2421,8/1/2022,8/2/2027,43.1,G7,24,ZMB,Zambia,Western Province,ZMB01
C004640,W01149,ORG0010,1/25/2024,2360.16,4780.86,4525.33,Open-term,Ingenieur,Analyst,Technicians,2141,12/27/2016,10/10/2027,38.1,G5,7,ZMB,Zambia,Eastern Province,ZMB04
C004641,W03171,ORG0188,2/3/2024,3787.12,6366.07,4585.04,Open-term,Comptable,Analyst,Drivers,2141,11/9/2016,8/23/2028,37.5,P2,25,ZMB,Zambia,Eastern Province,ZMB04
C004642,W08782,ORG0099,6/29/2023,4291.29,6805.58,6258.31,Short-term,Chauffeur,Accountant,Accountants,2411,4/2/2021,12/15/2026,41,G8,1,ZMB,Zambia,Northern Province,ZMB03
C004643,W09791,ORG0453,1/7/2023,4776.64,5934.45,4650.41,Permanent,Analyste,Engineer,Drivers,8322,2/4/2017,1/10/2024,42.6,G5,1,ZMB,Zambia,Lusaka Province,ZMB04
C004644,W00596,ORG0126,11/25/2023,3370.88,6750.41,5119.77,Permanent,Technicien,Analyst,Accountants,2141,10/26/2023,8/12/2027,46,G8,4,ZMB,Zambia,Lusaka Province,ZMB04
C004645,W09810,ORG0298,11/3/2024,3760.25,3991.14,3991.14,Short-term,Comptable,Driver,Engineers,2141,12/14/2018,8/28/2028,43.8,G6,16,ZMB,Zambia,Northern Province,ZMB01
C004646,W00769,ORG0435,3/20/2024,5984.08,6528.53,3417.03,Permanent,Chauffeur,Driver,Accountants,2141,2/20/2022,4/26/2026,41.5,G5,21,ZMB,Zambia,Northern Province,ZMB04
C004647,W04160,ORG0104,7/25/2023,4083.09,5468.03,4608.12,Permanent,Analyste,Driver,Technicians,2421,10/27/2018,11/30/2027,41.4,G6,12,ZMB,Zambia,Eastern Province,ZMB01
C004648,W04065,ORG0207,9/10/2024,3373.96,3694.26,3694.26,Permanent,Ingenieur,Engineer,Technicians,2421,1/10/2019,11/6/2025,44.3,G6,23,ZMB,Zambia,Central Province,ZMB05
C004649,W02446,ORG0118,1/16/2024,3601.93,4948.44,4819.58,Permanent,Technicien,Engineer,Drivers,2421,9/12/2016,11/22/2025,37.4,G8,2,ZMB,Zambia,Lusaka Province,ZMB05
C004650,W06821,ORG0461,1/13/2023,5011.29,6028.66,4032.13,Short-term,Ingenieur,Analyst,Accountants,2411,10/22/2021,8/1/2028,44.4,G5,26,ZMB,Zambia,Lusaka Province,ZMB01
C004651,W06787,ORG0053,9/12/2024,2932.12,3973.02,3973.02,Open-term,Analyste,Engineer,Analysts,2421,2/24/2023,10/26/2025,39.9,G7,2,ZMB,Zambia,Central Province,ZMB03
C004652,W07157,ORG0392,12/16/2024,2607.35,5486.02,4966.92,Permanent,Technicien,Accountant,Analysts,8322,3/19/2017,3/9/2025,44.6,G6,17,ZMB,Zambia,Northern Province,ZMB02
C004653,W08610,ORG0159,1/8/2023,3489.05,5445.04,4459.03,Open-term,Technicien,Accountant,Technicians,8322,7/24/2019,11/23/2026,44.4,P1,27,ZMB,Zambia,Eastern Province,ZMB01
C004654,W05623,ORG0084,2/12/2024,4601.18,4804.36,3222.91,Short-term,Ingenieur,Engineer,Analysts,8322,12/7/2016,1/15/2024,32.3,P2,10,ZMB,Zambia,Lusaka Province,ZMB05
C004655,W06063,ORG0392,3/19/2023,3109.58,6442.53,3730.02,Open-term,Technicien,Accountant,Analysts,2411,12/26/2016,7/13/2026,44,G6,15,ZMB,Zambia,Lusaka Province,ZMB03
C004656,W03231,ORG0045,1/17/2023,2953,6472.73,4675.08,Short-term,Ingenieur,Analyst,Drivers,2141,7/25/2019,1/17/2026,39.8,G5,15,ZMB,Zambia,Western Province,ZMB05
C004657,W07779,ORG0431,7/21/2023,2905.69,3847.34,3847.34,Open-term,Ingenieur,Accountant,Engineers,8322,5/27/2020,11/19/2026,40.6,G6,14,ZMB,Zambia,Lusaka Province,ZMB01
C004658,W07618,ORG0054,10/19/2023,5267.65,6005.69,3540.61,Short-term,Ingenieur,Engineer,Technicians,2421,3/23/2018,3/4/2027,32.9,G8,1,ZMB,Zambia,Central Province,ZMB05
C004659,W00714,ORG0271,1/18/2024,3016.05,4958.01,4958.01,Short-term,Analyste,Accountant,Accountants,3115,9/27/2019,10/29/2027,45.3,G5,7,ZMB,Zambia,Northern Province,ZMB02
C004660,W01946,ORG0459,1/15/2024,3505.43,3693.91,3693.91,Permanent,Ingenieur,Analyst,Engineers,8322,5/7/2015,4/13/2024,43.8,G6,29,ZMB,Zambia,Northern Province,ZMB02
C004661,W09426,ORG0426,4/21/2023,4171.61,4734.72,3842.83,Permanent,Ingenieur,Analyst,Accountants,3115,3/31/2015,2/18/2024,46.7,P2,19,ZMB,Zambia,Lusaka Province,ZMB02
C004662,W07408,ORG0421,1/18/2024,3446.8,6047.06,4022.24,Permanent,Technicien,Engineer,Engineers,3115,1/16/2020,8/1/2027,37.6,G6,10,ZMB,Zambia,Northern Province,ZMB03
C004663,W01649,ORG0414,3/31/2023,2393.77,5234.39,2863.23,Permanent,Analyste,Technician,Accountants,2141,6/1/2017,5/20/2027,51.6,P2,11,ZMB,Zambia,Northern Province,ZMB04
C004664,W06495,ORG0365,9/16/2024,3983.94,7012.71,4693.11,Permanent,Comptable,Analyst,Accountants,2421,9/7/2018,7/31/2027,45.6,G8,25,ZMB,Zambia,Central Province,ZMB05
C004665,W07952,ORG0369,12/15/2023,3286.45,5587.31,3340.78,Permanent,Comptable,Accountant,Accountants,3115,1/26/2018,12/24/2026,47,G5,16,ZMB,Zambia,Northern Province,ZMB03
C004666,W06682,ORG0375,3/19/2024,4868.51,5679.31,5414.77,Open-term,Ingenieur,Analyst,Engineers,8322,4/30/2020,2/27/2028,42.8,G6,6,ZMB,Zambia,Northern Province,ZMB05
C004667,W07116,ORG0479,3/28/2023,4561.39,5907.5,5907.5,Permanent,Comptable,Technician,Accountants,3115,9/28/2022,4/19/2025,31,P2,9,ZMB,Zambia,Lusaka Province,ZMB03
C004668,W08809,ORG0143,9/7/2023,3171.09,5015.54,3666.24,Permanent,Chauffeur,Engineer,Technicians,2421,1/30/2021,11/6/2028,38.6,G6,19,ZMB,Zambia,Western Province,ZMB02
C004669,W06327,ORG0428,7/29/2023,3876.3,4878.61,4878.61,Short-term,Comptable,Accountant,Analysts,8322,11/15/2016,10/26/2025,38.9,P2,27,ZMB,Zambia,Western Province,ZMB03
C004670,W00158,ORG0055,11/23/2023,4089.48,4089.48,4089.48,Open-term,Ingenieur,Engineer,Drivers,2141,4/5/2020,11/17/2027,39.1,G8,11,ZMB,Zambia,Western Province,ZMB03
C004671,W00763,ORG0025,1/31/2024,3719.83,4565.68,4565.68,Permanent,Technicien,Engineer,Engineers,2141,9/3/2019,1/27/2024,38.1,G5,27,ZMB,Zambia,Northern Province,ZMB01
C004672,W06262,ORG0125,5/18/2024,3412.28,7135.82,5510.88,Open-term,Ingenieur,Analyst,Technicians,2411,5/27/2021,1/22/2025,45.3,G5,1,ZMB,Zambia,Northern Province,ZMB05
C004673,W03378,ORG0105,6/24/2023,4307.18,5345.91,5007.22,Permanent,Technicien,Accountant,Engineers,2421,1/23/2016,3/3/2027,34.6,G7,13,ZMB,Zambia,Western Province,ZMB04
C004674,W01417,ORG0269,7/10/2023,4956.99,4956.99,4809.38,Open-term,Ingenieur,Driver,Technicians,3115,9/10/2019,10/22/2028,39.1,G6,7,ZMB,Zambia,Lusaka Province,ZMB04
C004675,W05931,ORG0030,10/6/2023,3767.36,5464.93,4221.84,Permanent,Chauffeur,Technician,Accountants,3115,4/23/2017,12/2/2025,37.5,G5,16,ZMB,Zambia,Lusaka Province,ZMB01
C004676,W02571,ORG0326,12/14/2023,4404.96,4404.96,4404.96,Short-term,Chauffeur,Accountant,Analysts,3115,10/30/2021,7/9/2025,41,G5,14,ZMB,Zambia,Western Province,ZMB02
C004677,W02398,ORG0285,6/7/2024,3742.98,5329.21,4599.78,Short-term,Ingenieur,Accountant,Engineers,2421,10/9/2022,10/4/2028,34.5,P1,19,ZMB,Zambia,Northern Province,ZMB02
C004678,W02032,ORG0109,7/15/2023,4184.33,6046.57,5113.59,Permanent,Analyste,Driver,Drivers,2141,11/13/2023,11/28/2024,44.6,G5,15,ZMB,Zambia,Eastern Province,ZMB01
C004679,W03379,ORG0096,3/11/2023,5036.99,5614.11,4515.34,Permanent,Technicien,Accountant,Accountants,8322,12/7/2018,11/8/2024,39.6,P2,7,ZMB,Zambia,Central Province,ZMB01
C004680,W09137,ORG0224,8/27/2024,4209.78,5570.82,4828.14,Open-term,Analyste,Technician,Analysts,2141,11/11/2020,2/28/2027,45,G7,11,ZMB,Zambia,Western Province,ZMB05
C004681,W07477,ORG0425,10/21/2024,2991.73,5681.74,4478.23,Open-term,Analyste,Engineer,Analysts,2411,1/10/2020,2/9/2026,40.4,P1,15,ZMB,Zambia,Eastern Province,ZMB03
C004682,W00246,ORG0173,7/17/2024,2821.72,6523.21,4880.22,Permanent,Chauffeur,Engineer,Analysts,8322,6/6/2023,7/2/2025,45.4,G5,22,ZMB,Zambia,Central Province,ZMB05
C004683,W07034,ORG0216,1/28/2024,4773.91,5213.22,3350.12,Permanent,Ingenieur,Analyst,Accountants,2421,8/1/2016,8/15/2027,46.8,G7,17,ZMB,Zambia,Central Province,ZMB02
C004684,W02793,ORG0430,1/19/2023,4417.7,4860.31,3902.31,Open-term,Chauffeur,Accountant,Technicians,8322,2/25/2021,4/10/2024,39.3,G7,12,ZMB,Zambia,Northern Province,ZMB04
C004685,W03276,ORG0110,2/25/2024,4316.61,4316.61,4264.71,Permanent,Chauffeur,Analyst,Analysts,8322,3/30/2019,10/27/2026,37.1,G5,23,ZMB,Zambia,Northern Province,ZMB04
C004686,W09495,ORG0181,9/5/2023,3227.2,4442.54,3715.95,Permanent,Comptable,Driver,Accountants,2411,5/31/2020,1/30/2025,46.9,P2,27,ZMB,Zambia,Northern Province,ZMB05
C004687,W00512,ORG0431,6/13/2024,3441.32,5796.11,4216.62,Permanent,Analyste,Engineer,Accountants,2141,5/22/2019,9/19/2025,31.3,G6,10,ZMB,Zambia,Eastern Province,ZMB04
C004688,W02171,ORG0383,12/9/2023,3446.74,5839.29,4862.64,Permanent,Technicien,Technician,Drivers,3115,11/11/2018,11/14/2026,30.3,G6,19,ZMB,Zambia,Central Province,ZMB02
C004689,W01775,ORG0306,4/19/2023,3892.62,6615.5,3738.37,Open-term,Technicien,Engineer,Engineers,3115,12/21/2018,4/18/2025,47.4,P2,25,ZMB,Zambia,Lusaka Province,ZMB02
C004690,W03258,ORG0220,5/14/2024,3540.71,5545.01,3262.85,Permanent,Analyste,Analyst,Technicians,8322,8/4/2016,9/29/2026,43.1,G6,4,ZMB,Zambia,Western Province,ZMB02
C004691,W00748,ORG0494,4/10/2024,2546.63,4479.75,4479.75,Permanent,Analyste,Analyst,Analysts,8322,4/14/2016,12/3/2024,49.7,G6,4,ZMB,Zambia,Central Province,ZMB03
C004692,W06494,ORG0401,4/30/2024,3254.29,5119.66,4475.28,Open-term,Analyste,Driver,Engineers,2411,9/12/2021,1/4/2028,35.3,P1,14,ZMB,Zambia,Lusaka Province,ZMB03
C004693,W00946,ORG0191,12/27/2023,3979.05,3979.05,3979.05,Open-term,Analyste,Technician,Drivers,3115,7/4/2021,11/8/2026,42.9,P2,27,ZMB,Zambia,Northern Province,ZMB04
C004694,W09640,ORG0486,7/16/2023,3765.91,6515.5,5869.21,Permanent,Analyste,Accountant,Analysts,3115,3/21/2018,3/27/2025,41.2,G6,6,ZMB,Zambia,Lusaka Province,ZMB02
C004695,W09207,ORG0079,3/18/2024,3824.46,4402.76,4402.76,Permanent,Chauffeur,Driver,Technicians,2421,4/17/2020,1/26/2028,46.1,G5,11,ZMB,Zambia,Northern Province,ZMB05
C004696,W03402,ORG0497,3/16/2024,4781.34,5379.75,4261.7,Open-term,Chauffeur,Technician,Technicians,3115,7/6/2021,1/15/2026,34.2,P2,10,ZMB,Zambia,Western Province,ZMB04
C004697,W09402,ORG0301,7/30/2024,3771.64,5385.25,4467.57,Open-term,Analyste,Technician,Engineers,3115,12/19/2018,2/7/2024,40.9,G5,29,ZMB,Zambia,Eastern Province,ZMB04
C004698,W05806,ORG0449,2/9/2023,3941.89,6610.95,2407.75,Open-term,Analyste,Driver,Drivers,3115,2/12/2016,2/14/2027,47.7,P1,3,ZMB,Zambia,Eastern Province,ZMB05
C004699,W02403,ORG0318,6/23/2024,4190.92,5177.29,4839.58,Permanent,Chauffeur,Accountant,Engineers,8322,4/10/2017,4/19/2025,38.3,G5,4,ZMB,Zambia,Central Province,ZMB01
C004700,W04290,ORG0208,1/6/2024,3338.06,5907.33,3743.44,Short-term,Chauffeur,Accountant,Drivers,8322,6/5/2023,2/18/2027,39.2,P1,23,ZMB,Zambia,Eastern Province,ZMB05
C004701,W03089,ORG0338,6/11/2024,4691.88,5113.53,4034.07,Permanent,Comptable,Technician,Drivers,2141,6/30/2020,6/27/2027,33,G7,15,ZMB,Zambia,Central Province,ZMB03
C004702,W02729,ORG0300,5/31/2024,4028.55,5911.35,4990.94,Permanent,Technicien,Driver,Technicians,2141,3/20/2016,4/3/2025,39.4,G6,13,ZMB,Zambia,Eastern Province,ZMB01
C004703,W03963,ORG0395,11/20/2024,3651.17,3651.17,3651.17,Short-term,Ingenieur,Technician,Engineers,2421,9/7/2021,11/6/2028,51.8,G6,9,ZMB,Zambia,Central Province,ZMB04
C004704,W07995,ORG0353,8/12/2023,3913.07,5596.02,5050.9,Open-term,Chauffeur,Technician,Drivers,2411,4/22/2021,12/20/2026,35.3,P2,27,ZMB,Zambia,Eastern Province,ZMB05
C004705,W06755,ORG0150,8/10/2024,5018.97,7160.1,4236.77,Short-term,Technicien,Analyst,Drivers,8322,5/25/2018,9/17/2027,32,G8,1,ZMB,Zambia,Central Province,ZMB02
C004706,W09483,ORG0012,6/15/2024,4057.67,4310.05,4310.05,Open-term,Ingenieur,Technician,Engineers,8322,2/2/2022,6/12/2024,38.3,G5,1,ZMB,Zambia,Northern Province,ZMB01
C004707,W05283,ORG0394,11/28/2024,3544.63,6690.63,4392.82,Open-term,Ingenieur,Accountant,Technicians,2421,1/19/2019,8/16/2025,34,P1,25,ZMB,Zambia,Eastern Province,ZMB03
C004708,W08838,ORG0407,8/27/2024,2724.56,4997.23,2453.37,Short-term,Analyste,Technician,Analysts,8322,8/23/2020,7/14/2028,33.2,G5,0,ZMB,Zambia,Eastern Province,ZMB05
C004709,W00259,ORG0360,11/30/2023,4402.09,6489.52,4486.15,Permanent,Analyste,Engineer,Analysts,2421,7/17/2021,5/10/2026,37.7,G6,21,ZMB,Zambia,Lusaka Province,ZMB02
C004710,W01705,ORG0112,4/28/2024,3473.19,5833.31,5352.87,Open-term,Comptable,Analyst,Technicians,2141,11/14/2019,6/7/2028,39.5,P2,18,ZMB,Zambia,Eastern Province,ZMB01
C004711,W09587,ORG0354,5/28/2024,4802.3,6035.24,4350.39,Permanent,Comptable,Analyst,Technicians,2421,5/19/2018,12/3/2024,43.8,G8,6,ZMB,Zambia,Eastern Province,ZMB03
C004712,W01620,ORG0210,9/27/2023,3779.33,5678.03,5223.97,Short-term,Chauffeur,Driver,Accountants,8322,7/27/2021,12/21/2024,36.9,G6,0,ZMB,Zambia,Eastern Province,ZMB01
C004713,W02353,ORG0234,6/12/2023,3787.59,6785.93,4981.67,Permanent,Ingenieur,Accountant,Technicians,2411,8/30/2023,10/17/2026,36.4,G7,25,ZMB,Zambia,Central Province,ZMB02
C004714,W07238,ORG0266,8/5/2023,5061.73,5925.52,5495.1,Open-term,Chauffeur,Accountant,Engineers,2411,3/23/2023,4/26/2026,44,G7,22,ZMB,Zambia,Northern Province,ZMB05
C004715,W05565,ORG0392,5/4/2023,4712.21,4779.61,3918.27,Permanent,Analyste,Driver,Accountants,2421,3/30/2022,7/25/2028,43.8,P2,27,ZMB,Zambia,Eastern Province,ZMB02
C004716,W05261,ORG0394,12/25/2023,3645,4424.79,3516.88,Permanent,Technicien,Accountant,Analysts,2411,7/16/2022,10/18/2026,39.7,G7,26,ZMB,Zambia,Northern Province,ZMB02
C004717,W03737,ORG0239,2/22/2023,5045.18,5045.18,5045.18,Permanent,Chauffeur,Engineer,Drivers,2421,8/19/2018,1/29/2024,39.5,G7,28,ZMB,Zambia,Northern Province,ZMB01
C004718,W09298,ORG0213,4/11/2024,3939.58,5018.92,3982.9,Permanent,Comptable,Analyst,Drivers,8322,6/18/2019,4/27/2024,37.4,P1,18,ZMB,Zambia,Western Province,ZMB03
C004719,W01428,ORG0286,2/13/2023,4528.94,4528.94,4528.94,Permanent,Analyste,Driver,Drivers,8322,11/19/2023,3/5/2024,28.2,P1,29,ZMB,Zambia,Lusaka Province,ZMB05
C004720,W03423,ORG0115,7/8/2023,3427.67,3659.14,3659.14,Permanent,Comptable,Technician,Technicians,2421,3/2/2023,3/14/2025,37.9,P1,15,ZMB,Zambia,Eastern Province,ZMB04
C004721,W04445,ORG0158,3/20/2024,5064.67,5692.45,4905.81,Permanent,Technicien,Driver,Drivers,2411,6/8/2021,10/19/2027,38.9,G6,8,ZMB,Zambia,Central Province,ZMB01
C004722,W05052,ORG0008,10/1/2023,5002.96,5437,5437,Permanent,Chauffeur,Analyst,Accountants,8322,11/27/2020,8/21/2027,45.2,G7,13,ZMB,Zambia,Western Province,ZMB04
C004723,W01241,ORG0177,4/28/2023,3472.69,6030.17,6030.17,Open-term,Technicien,Technician,Accountants,3115,12/8/2023,3/21/2026,37,G7,19,ZMB,Zambia,Lusaka Province,ZMB03
C004724,W03174,ORG0080,10/18/2024,5380.45,5380.45,2869.15,Open-term,Technicien,Accountant,Technicians,2421,10/12/2020,11/9/2024,51.7,P2,27,ZMB,Zambia,Northern Province,ZMB04
C004725,W02074,ORG0348,5/8/2023,2480.47,5021.42,4263.63,Short-term,Comptable,Technician,Accountants,3115,7/16/2016,12/12/2027,31.4,P1,2,ZMB,Zambia,Eastern Province,ZMB03
C004726,W02438,ORG0169,10/18/2023,4706.08,4706.08,4145.02,Permanent,Comptable,Technician,Technicians,2411,3/24/2019,9/20/2024,37.7,G7,10,ZMB,Zambia,Central Province,ZMB04
C004727,W02494,ORG0125,7/18/2024,4911.47,6535.88,5594.61,Open-term,Chauffeur,Technician,Drivers,3115,6/6/2020,5/2/2028,35.7,G7,12,ZMB,Zambia,Western Province,ZMB02
C004728,W09809,ORG0202,1/24/2024,2384.89,6528.46,3814.71,Open-term,Ingenieur,Accountant,Analysts,2141,11/3/2016,5/31/2024,44.3,G7,19,ZMB,Zambia,Lusaka Province,ZMB03
C004729,W06176,ORG0048,11/5/2024,4677.27,5085.69,3683.06,Permanent,Chauffeur,Engineer,Engineers,2421,9/28/2022,2/15/2025,32.8,G7,3,ZMB,Zambia,Central Province,ZMB05
C004730,W03964,ORG0429,4/6/2023,3959.85,4720.05,3583.64,Permanent,Technicien,Analyst,Technicians,3115,8/9/2018,3/7/2026,44.8,P1,17,ZMB,Zambia,Western Province,ZMB03
C004731,W04354,ORG0129,8/3/2023,2582.44,6390.38,3278.19,Open-term,Analyste,Analyst,Drivers,2411,10/5/2021,10/7/2025,39.8,G7,8,ZMB,Zambia,Lusaka Province,ZMB02
C004732,W07690,ORG0266,9/21/2024,3402.63,4008.64,3854.22,Permanent,Analyste,Driver,Engineers,2421,10/27/2020,11/25/2025,37.6,P1,13,ZMB,Zambia,Lusaka Province,ZMB01
C004733,W02228,ORG0175,3/15/2023,3779.68,4911.51,3913.25,Short-term,Analyste,Accountant,Analysts,2421,4/24/2023,1/3/2024,38.3,G7,18,ZMB,Zambia,Eastern Province,ZMB01
C004734,W07474,ORG0148,11/27/2023,3546.21,5066.11,4650.71,Permanent,Chauffeur,Analyst,Engineers,2421,4/2/2021,7/28/2028,43.2,P1,16,ZMB,Zambia,Western Province,ZMB01
C004735,W00139,ORG0115,4/8/2023,2546.15,5305.48,4678.34,Open-term,Chauffeur,Engineer,Analysts,2141,11/23/2015,1/3/2028,38.1,G8,9,ZMB,Zambia,Eastern Province,ZMB04
C004736,W05512,ORG0092,12/24/2023,3735,4113.24,4113.24,Short-term,Technicien,Driver,Analysts,2141,3/31/2016,1/12/2024,53.6,G7,7,ZMB,Zambia,Western Province,ZMB03
C004737,W02116,ORG0410,12/1/2023,4908.15,4908.15,3546.35,Open-term,Comptable,Technician,Analysts,2141,3/17/2016,10/10/2025,38.2,G6,3,ZMB,Zambia,Northern Province,ZMB04
C004738,W00034,ORG0366,3/12/2023,4832.68,4832.68,4832.68,Permanent,Comptable,Driver,Drivers,2421,12/28/2020,3/15/2025,31.6,G8,26,ZMB,Zambia,Western Province,ZMB04
C004739,W02878,ORG0382,9/27/2024,5180.14,5180.14,4040.94,Permanent,Analyste,Technician,Engineers,2411,2/2/2023,2/22/2025,45.6,G5,13,ZMB,Zambia,Eastern Province,ZMB03
C004740,W03973,ORG0427,1/1/2024,3187.96,5170.14,2044,Open-term,Technicien,Accountant,Drivers,2421,6/27/2017,2/6/2028,38.8,G7,9,ZMB,Zambia,Lusaka Province,ZMB01
C004741,W09166,ORG0497,10/11/2023,4112.21,4601.22,4601.22,Short-term,Chauffeur,Engineer,Analysts,3115,8/27/2015,9/19/2024,41.4,G5,28,ZMB,Zambia,Lusaka Province,ZMB04
